fullId,category,wnsynset,wnlemmas,up,front,unit,aligned.dims,isContainerLike,surfaceVolume,solidVolume,supportSurfaceArea,weight,staticFrictionForce,name,tags
wss.ea944f309ec70895c9fff209a296912,"Speaker,_StanfordSceneDBModels,_SceneGalleryModels",n3696785,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system",,,0.008594862379942725,"29.4374\,50.92456\,34.594322",false,0.003334,0.051893,0.101903,,,speaker,"audio,speaker,stereo"
wss.ea99fc7937a35d86f1783a44a88d6274,"ChestOfDrawers,Dresser",n3018908,"chest of drawers,chest,bureau,dresser",,,0.0167461650032925,"151.66699\,131.87605\,36.21358",true,0.090617,0.601424,0.018533,54.370200000000004,330.35333520000006,canterbury cases complete set,"dresser,furniture,moser,thos"
wss.ea9abec0575c368c2849c1bb7e14c774,"Elephant,_StanfordSceneDBModels,ToyFigure,PlushToy,Toy",n3971038,"plaything,toy","0\,0\,1","0\,-1\,0",0.035050194816987755,"13.485633\,24.902502\,13.564631",false,1.62E-4,0.001197,0.011196,,,elephant toy,"elefante,elephant,italy,rovereto,toy,trento"
wss.ea9ec4d9db2e06202471e6dd5ac3ef92,"Lamp,FloorLamp",n3371905,floor lamp,,,0.023477151332682307,"41.16911\,166.0809\,41.16931",true,0.006328,0.015308,0.064311,13.603105151416482,134.7183238504436,tiffany style floor lamp,"floor lamp,frank lloyd wright,furniture,lamp,lamps,leaded glass,leaded glass lamp,tiffany lamp"
wss.eabeb0be9a8f13f0450b643c5e3aa18a,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","1\,0\,0",0.017693918137334844,"93.546875\,58.300934\,3.5658875",false,0.008299,0.018809,0.016825,20.584333218921124,139.34509937122243,led lcd hdtv   toshiba,"hdmi,hdtv,lcd,led,toshiba,tv,widescreen"
wss.eac2674603010ed2badbb6f45445bb76,"Computer,Laptop,_AttributesTrain",n3648120,"laptop,laptop computer","0\,0\,1","1\,0\,0",0.0032907547268730504,"45.344955\,30.420034\,33.474472",false,0.002063,0.004528,0.148226,,,laptop,laptop
wss.eae9b73011d43a8472547df788ccb748,Vase,n4529463,vase,,,0.006021896597115345,"46.03511\,47.196613\,46.03517",true,0.002203,0.042652,0.01414,5.214533887485501,131.7014302740515,vase,vase
wss.eaf341c056c79bec1a2c782fdbf60db6,"MediaStorage,TvStand",n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","-1\,0\,0",0.0256923853673303,"123.32344\,104.05415\,48.81553",true,0.078812,0.54104,0.582207,55.05306539691711,924.8115714036371,dresser   entertainment chest,"ajberger,bed,bedroom,chest,drawers,dresser,entertainment,furniture,handles,house,room,stand,television,tv,wood"
wss.eafbbfa3851d92cbd291861d5bc3e7c8,"Rug,_StanfordSceneDBModels",n4125115,"rug,carpet,carpeting",,,0.02927889871865257,"184.29106\,0.73197246\,158.10605",false,0.042023,0.042023,2.918711,75.64139999999999,518.900004,area rug,"area rug,carpet,living room rug,rug"
wss.eb0d19ccdeb98cff88e7662971dc736f,"Lamp,FloorLamp,DeskLamp",n4387620,table lamp,"0\,0\,1","1\,0\,0",4.133337539644595E-5,"19.360033\,73.47008\,45.276848",true,7.93E-4,9.56E-4,0.010543,1.70468748183838,16.882368965455395,worldlamp position,"adjustable,anglepoise,arm,army,articulated,articulated lamp,asia,axis,balanced,bamboo,beeche wood,counter balance,counter weights,coupling,desk lamp,electric,factory,flexible,floor lamp,folding,folding furniture,furniture,india,insulation,lamp,length,lift,light,luxo,mechanical,mexico,ministerie of development,moment,motion,movement,moving,parallelogram,physics,pivoting arm,position,professional,spotlight,swing arm,task lamp,technique,wood work,work lamp"
wss.eb2545337b85fb987695b38431695f3,Speaker,n3696785,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system",,,0.023708420813264356,"40.1363\,62.07125\,33.60242",false,0.007028,0.063016,0.003739,,,yamaha msr    speaker,
wss.eb2b3a6a94e3909629be76ec9df7d468,"Table,CoffeeTable",n3067971,"coffee table,cocktail table","0\,0\,1","0\,-1\,0",0.025513489630875363,"122.46475\,35.718884\,76.54047",false,0.047581,0.091845,0.068013,39.91671156706938,474.39039610946026,coffee table   chiat day,"coffee,coffee table,contemporary,furniture,modern,table"
wss.eb33c30c104e297c98d5fc0473d00a1c,"Stool,Barstool",n4334034,stool,"0\,0\,1","1\,0\,0",0.029377991114824007,"46.409355\,106.56896\,52.038696",false,0.011168,0.043303,0.005961,12.7234141796064,83.92773608135428,kare       barstool isis coffee fire  barhocker isis coffee fire,"barhocker,barstool,cafe,design,kare,kitchen,lifestyle,living,living room,restaurant,trendy,wohnen,wohnzimmer"
wss.eb359987a6dff4da7d2ef26a94af0656,"Desk,_StanfordSceneDBModels",n3184367,desk,,,0.023101152149793754,"161.708\,107.42035\,80.27659",false,0.138702,0.566637,0.031442,83.2212,505.6520112,desk,"colored desk,desk,my stuff,wooden desk"
wss.eb3cfdcbf46b3d961b880569f05006d8,Refrigerator,,,,,0.02509705999931282,"89.5699\,147.11795\,89.567635",true,0.068644,0.568347,0.553114,184.35093429204363,4687.237664702042,m aacute quina de refrigerante,"funiture,machine,real,realistic,refrigerante,refrigerator,soda"
wss.eb40ff52dfb833aac7adaa4d9ec4f2ea,"Computer,Laptop,_AttributesTrain",n3648120,"laptop,laptop computer",,,0.0034442816726067676,"48.736588\,26.262787\,32.203934",false,0.002353,0.003172,0.15402,,,apple macbook  black,"apple,imac,ipod,mac,macbook"
wss.eb42218d2a584af6259592a4a580c1e4,"CellPhone,_AttributesTrain",n2995984,"cellular telephone,cellular phone,cellphone,cell,mobile phone","-1\,0\,0","0\,0\,1",0.1150134955785513,"13.723916\,22.640408\,2.6727002",false,1.51E-4,7.13E-4,0.028655,,,aphone,"black,camera,mobile,phone"
wss.eb5b11f0820f73acc5d9967b65588a28,Vanity,n3243289,"dressing table,dresser,vanity,toilet table","0\,0\,1","1\,0\,0",0.05621621068035123,"199.19151\,287.72073\,112.87484",false,0.489918,2.351031,0.956979,,,dressing table with mirrow,"mirrow,table"
wss.eb6646d3590c467f1cf3fe6240494178,Stapler,n4310635,"stapler,stapling machine","0\,0\,1","0\,-1\,0",9.558001255474451E-4,"4.9223604\,5.413824\,18.734627",false,8.1E-5,3.69E-4,0.009186,,,stapler,*
wss.eb9a67a770d9a4b151b7898ca183dc1,"Computer,Laptop,_AttributesTrain",n3648120,"laptop,laptop computer",,,0.022592725094171304,"44.175137\,30.542204\,34.897133",false,0.002119,0.008046,0.143309,,,quantum pro notebook,what do you think laptop macbook air
wss.eb9de225b5d502c1278fe505f40d50be,"Speaker,_StanfordSceneDBModels",n3696785,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system","0\,0\,1","0\,-1\,0",9.795886803958986E-5,"39.39171\,58.92943\,32.355812",false,0.006792,0.059301,0.002861,,,monitor speakers,"amplification,audio,monitor,monitor speakers,music,pa system,sound,speakers"
wss.ebad62ca1554613e3ea96ac97db63fa8,"ChestOfDrawers,Armoire,Wardrobe",n4557470,"wardrobe,closet,press",,,0.02013771859713325,"120.82631\,169.18854\,51.35118",true,0.129772,1.031771,0.594719,90.49708760040777,1981.7041831714228,wardrobe,"blue,furniture,storage,translucent,wardrobe"
wss.ebb7e54b68ffcf2c3ee5ff7ba8322f9f,"_StanfordSceneDBModels,_SceneGalleryModels,WallClock,_Attributes,Clock",n3050242,clock,,,0.002201614414748457,"70.71447\,70.714554\,3.8528252",true,0.003295,0.00517,0.004914,,,clock,*
wss.ebc2c06fae1a9064f25b2f81f34470be,Lamp,n3641940,lamp,,,6.424432058544704E-5,"64.550766\,62.50176\,64.550766",true,0.004372,0.008977,0.007528,9.39835267414552,93.07656635179194,a lamp object,"a lamp object,a tree grows in brooklyne,duh,fancy,lamp,lampy,light,lighting"
wss.ebc58f32bc3f3e1428173bd8da0a37d7,Whiteboard,n3205892,"dining table,board","0\,0\,1","0\,1\,0",0.02906891459766552,"273.24777\,197.48692\,11.264204",false,0.231107,0.22741,0.291658,,,classroom whiteboard,*
wss.ebcb6ca3efdc1e4b80dbca6e7b64a4bc,Desk,n3184367,desk,,,0.01989814271213686,"94.00698\,126.909355\,42.93715",false,0.042909,0.140157,0.140672,25.7454,156.4290504,desk writing table,"desk,furniture,model,school,table,writing table"
wss.ebcd260e26d497d835836c728d324152,"Lamp,TableLamp",n4387620,table lamp,,,0.028209310892818598,"37.252365\,62.06397\,37.25268",true,0.00253,0.020572,0.016058,5.438662457819801,53.86178244968747,kare       table lamp black eyes  tischleuchte black eyes,"design,kare,lifestyle,light,living,lounge,table lamp,tischleuchte,trendy,wohnen"
wss.ebcd6d6c36a7193a952c493f36a7be8,Book,n6422547,book,"0\,0\,1","0\,-1\,0",0.07386749698248389,"26.173544\,39.26028\,8.1428795",true,9.63E-4,0.007753,0.005325,0.6741,1.3212360000000003,pocket book,"book,dictionary,photo,pocket book,texture"
wss.ebd183cd1d075dd3bed06f4e613c0aec,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.023830668063592898,"94.384224\,56.218956\,9.681198",false,0.013701,0.049461,0.027839,33.983124404438875,230.04786196952864,flat screen,"big screen,deer,hunt,tv"
wss.ebdcd5f64e44ce0cb2a965e75be701c,Bench,n3896948,park bench,,,0.017260125486240657,"128.15643\,54.659103\,47.62873",false,0.017829,0.025805,0.010626,10.6974,64.99740240000001,series bench for   x    plaque    ser q,"bench,campus furniture,landscape architecture,landscape furniture,mall furniture,outdoor bench,outdoor furnishings,outdoor furniture,park,park bench,park furnishings,park furniture,plaque,site furnishings,site furniture,steel bench,steel furniture,street furnishings,street furniture"
wss.ebe03a4f682975d5d8d7931a1991df3d,"_StanfordSceneDBModels,Rug",n4125115,"rug,carpet,carpeting",,,0.06717019795661941,"90.67976\,3.5768132\,162.88773",false,0.038801,0.056977,1.492448,69.8418,479.1147480000001,welcome mat,
wss.ebe5e14f4975e9029174750cc2a009c3,"Camera,_StanfordSceneDBModels",n3200746,digital camera,"0\,0\,1","1\,0\,0",0.060084023976250525,"21.762733\,15.139252\,8.515829",false,2.49E-4,0.002293,0.002321,,,digital camera,*
wss.ebeded60d08642e3855931d119219022,"Table,AccentTable,RoundTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.04595277440028396,"91.90555\,101.0961\,91.90555",false,0.017675,0.027644,0.008733,14.827932934321503,176.22265717901496,ekitta stuttgart end table,"ekitta,end table,stuttgart,table"
wss.ebf1982ccb77cf7d4c37b9ce3a3de242,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","0\,-1\,0",0.032968617433517415,"192.63664\,90.03861\,124.36454",false,0.129659,0.300728,0.026726,205.3995854567112,1950.2571337698846,armchair,"armchair,asiento,cojin,comfort,comfortable,comodo,confort,confortable,convenient,cushions,decoracion,decoration,domestic,fabric,furniture,interio,lamp,lampara,light,luz,madera,mesa,mobiliario,mueble,rubicundo,seat,sillon,table,tela,wooden"
wss.ec0820b0232788aedc0970d34db41136,Table,n4388674,"table-tennis table,ping-pong table,pingpong table","0\,0\,1","-1\,0\,0",0.011458163520532435,"123.60379\,41.050934\,82.10177",false,0.021713,0.023113,0.008019,18.215496905398737,216.48218134811606,ping pong table,ping pong table ball racket
wss.ec0b53bf11c95d6ff5cb195400005fbd,"Computer,Laptop",n3648120,"laptop,laptop computer",,,0.0015710057101184073,"45.574562\,31.913883\,31.726774",false,0.00202,0.003676,0.10261,,,moveable macbook air  sketchyphysics,"rdmn,sketchyphysics"
wss.ec1200c9624bc57beccddf4e77f6df9e,Toilet,,,,,0.04246166216992153,"76.397446\,145.27579\,75.571144",false,0.032528,0.129028,0.111811,59.226724745712,345.60194850159553,urinol ou mictorio,"banheiro,bathroom,bathtub,closet,gents,ladies,lavabo,mictorio,mijador,restroom,toilet,urinal,urinol,wc"
wss.ec26ff8e5bcd25a25dfd2d7998768282,"ToyFigure,_StanfordSceneDBModels,_SceneGalleryModels",n3971038,"plaything,toy","0\,0\,1","1\,0\,0",0.003303403184022136,"22.73171\,46.68039\,11.130552",false,8.23E-4,0.002745,0.007235,,,halo   master chief      photo textured posable,"birdman,btm,bungie,chief,commander,fi,fiction,flood,forerunner,forge,frosty,game,halo,halo ce,legendi,master,microsoft,normandu,sci,science,space,spartan,video,warsock,x box"
wss.ec28a64bdf9501161bfbba8a5defb02,Camera,n2946154,"camera,photographic camera","0\,0\,1","-1\,0\,0",9.926199800546279E-5,"19.624134\,9.802381\,6.318285",false,1.26E-4,0.001052,0.011024,,,leica m  digital slr,"av,body,camera,canon,casing,digital,digital camera,leica,nikon,photo"
wss.ec2a612ea51a21ec2c1cc9cc0de091d6,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.003190778642208871,"88.79458\,62.763443\,18.41041",false,0.011904,0.030752,0.09615,29.525955252203516,199.87517326365003,philips,"friend,my,philips,tv"
wss.ec3e0694850f1a923b7cda02ebfc1f62,Ship,n4201332,ship,"0\,0\,1","0\,-1\,0",2.3246651486131902E-5,"24.420933\,46.572807\,57.4992",false,8.1E-4,0.003041,0.001332,,,mayflower,"boat,historic,mayflower,sea,ship,transport,vehicle,water"
wss.ec587f7879575de529cc3e5ff518065b,"Table,CoffeeTable,_StanfordSceneDBModels,_OIMwhitelist",n3067971,"coffee table,cocktail table","0\,0\,1","0\,-1\,0",0.023287447927675484,"139.7247\,51.232388\,69.86235",,0.047365,0.125695,0.0170397,,,coffee table glass,"architecture,coffee,furniture,glass,table"
wss.ec5ab801f29db1f5ebeb8f91be624923,"Couch,Loveseat",n3698800,"love seat,loveseat,tete-a-tete,vis-a-vis",,,0.02901868297886408,"170.16824\,94.61425\,109.1001",false,0.117829,1.074887,0.027572,186.65906535434354,1772.316983896002,loveseat,*
wss.ec5fa8318c8816bf507c7db13ddf387,TV,,,"0\,0\,1","0\,-1\,0",0.023432849629700034,"91.07786\,61.552353\,8.999493",false,0.016098,0.041782,0.003392,39.928496946402234,270.2949041665186,lcd parede samsung de    polegadas,"lcd,parede,samsung,tv"
wss.ec63a7f2acb9d13035836c728d324152,"Lamp,TableLamp",n4387620,table lamp,,,0.029630457936268666,"40.702164\,58.091106\,39.933647",true,0.002578,0.020435,0.083438,5.541846567691479,54.88366606928628,kare       table lamp drum chrome  tischleuchte drum chrome,"design,kare,lifestyle,light,living,lounge,table lamp,tischleuchte,trendy,wohnen"
wss.ec69837e563977229eb4eaa64d07ecee,"Lamp,TableLamp",n3641940,lamp,,,0.02382774330518136,"37.34956\,61.952133\,37.34956",true,0.001503,0.001855,0.010331,3.2309524403569796,31.997730838687847,traditional desk lamp,"architecture,desk,details,interior,lamp,light,lighting,table,traditional"
wss.ec6f37b5bb4ec4fe90cfcd62331f983,Ipod,n15005742,system,"0\,0\,1","0\,-1\,0",0.01616581634123928,"19.507782\,10.985027\,17.382942",false,2.07E-4,7.1E-4,0.001858,,,bose reg  sounddock reg  digital music system   white,"apple,audio,bose,electronics,ipod,sounddock,speaker"
wss.ec782fd2f4825158f24dd57a3f1f3b51,"Lamp,TableLamp",n3641940,lamp,,,0.029502374553740798,"42.719482\,54.579395\,42.719482",true,0.001111,0.001778,0.005309,2.38828220973826,23.65234794529754,desk lamp to scale,"bright,desk,lamp,light,scale,to"
wss.ec78b0077513564ea3447f25dbb5aa50,"Lamp,TableLamp",n4387620,table lamp,,,0.0019896487156241443,"41.237457\,56.791225\,41.23746",true,0.00229,0.012389,0.059312,4.922741908461401,48.752364351693394,table lamp gold brown  amp  biege,"bedside lamp,biege lamp,brown,gold,lamp,light,light with shade,table lamp"
wss.ec84cf3a6c608c74c863fbadc2cb298b,Speaker,n3696785,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system","0\,0\,1","1\,0\,0",0.02471570289952042,"30.164774\,69.08731\,30.164776",false,0.006439,0.061168,0.091359,,,speaker,"audio,furniture"
wss.ec9cedd58ca1fea64676c0e31c2f62ee,"PottedPlant,_StanfordSceneDBModels",n17402,"plant,flora,plant life",,,0.002037085477264047,"36.01832\,83.83177\,36.01832",true,0.005654,0.031133,0.044352,9.3765936,52.634307264,potted plant,"ceramic,plant,potted,vamire,vegetation"
wss.ec9d203d934686fe1ca70d5205a82b,"Lamp,DeskLamp",n4387620,table lamp,"0\,0\,1","1\,0\,0",3.1052718288435746E-4,"42.311962\,51.974174\,57.712086",true,0.001769,0.003274,0.08345,3.80276438256254,37.66066923063128,desk lamp,"blue,china,desk lamp,karamay,vankov,xinjiang"
wss.ec9d241cddcdb149f5a6ec2a96a47435,Desk,n3184367,desk,,,0.011325854441457714,"115.523674\,40.985435\,108.44528",false,0.041437,0.15451,0.299432,24.8622,151.0627272,blue cube desk,"art,blue,computer,cube,deco,desk,file,glass,keyboard tray,latteral,square,top"
wss.ec9d8a450d5d30935951e132a7bb8604,Couch,n3219669,divan,,,0.008498636618882605,"219.83932\,80.51408\,76.69474",false,0.160575,0.751887,1.101156,254.37523376480922,2415.2780698223737,sessel couch divan,"barhocker,bed,bett,bureau,cell,cellphone,chair,couch,fernseher,furniture,glas,glass,handy,hocker,kommode,mobel,moebel,phone,sessel,stool,stuhl,tisch,tish,tv,wohnzimmer"
wss.eca8612dc1cc153c4df5aaa9df719285,WasherDryerSet,n3256469,"dryer,drier","0\,0\,1","1\,0\,0",,"64.80005\,171.20007\,60.79998",,,,,,,washer dryer,*
wss.eca887a664e8965026da26adf4c8df7,"Cap,_StanfordSceneDBModels",n2802482,"baseball cap,jockey cap,golf cap","0\,0\,1","-1\,0\,0",7.460430405115798E-4,"65.26601\,10.846047\,33.64815",false,0.002031,0.00242,0.017055,,,baseball cap,"clothes,hat"
wss.ecb0c4cbc28320dc5ccd4f99ed6d85e3,"Mirror,_StanfordSceneDBModels",n3778568,mirror,,,0.01521823070493412,"94.39899\,136.92085\,1.3182068",true,0.01579,0.022721,0.00206,,,fantastic mirror,"design,eye,eyes,fantaisie,fantastic,fantastique,fantasy,miroir,miroirs,mirror,mirrors,moboille,modern,moderne,new,nouveau,oeil,ombre,shadow,violet,yeux"
wss.ecbdb9fb01ce4839391e4d6c585a697a,ChestOfDrawers,n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","0\,-1\,0",0.042880125422358216,"106.664314\,70.2162\,110.95018",true,0.125616,0.356675,0.491752,87.59888231677728,1918.2393172121986,drawer tool chest,tool chest
wss.ecc9a9a8724cf03636daed32b2e13a7f,Desk,n3184367,desk,,,0.01106661841636532,"79.69525\,78.432\,119.51184",false,0.056329,0.105588,0.152298,33.797399999999996,205.3530024,bureau pli desk  v,"bureau,desk,equipement,exact measure,fourniture,fourniture de bureau,furniture,mesure exacte,office,office supplie,pli,u,u shape"
wss.ecd47be1863e99fb11c05fe00411d40,_StanfordSceneDBModels,n2486953,monkey,"0\,0\,1","0\,1\,0",0.02596871469865123,"90.99281\,78.76804\,38.571068",,,,,,,monkey head wall plaque,"bird,birdman,brown,brownbear,decore,eye,head,mamal,mame,mammal,mammel,man,memal,memmal,monkey,plaque,trophy,trophy plaque contest"
wss.ece452002fc92e14e516690a4e739ad0,"Printer,_Attributes",n4011143,printer,,,0.030199898253747266,"43.03482\,22.308006\,41.336105",false,0.003577,0.021286,0.111308,,,hp laserjet printer p     of jeffry velasco,"hp,printer"
wss.ece476ee957a099f5c5fd2c2f381b61,Desk,n3184367,desk,,,0.003617318794361601,"125.43836\,39.419186\,97.454",false,0.047592,0.235047,0.010564,28.555200000000003,173.50139520000002,study desk,"desk,desks"
wss.ece6d9a43b9b5d4228ec8331f46ca3f8,Fireplace,n3351301,"fireplace,hearth,open fireplace",,,0.029047186168000467,"210.49597\,174.19598\,52.284935",true,0.20766,0.441942,1.090405,357.95944757026143,5486.309507072909,fireplace with twisted columns,"fireplace,mantel,natural stone,travertine,twisted columns"
wss.ece7f04700c5767a4cbf9a02e3342127,"Table,EndTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.027497510842387368,"61.69754\,63.416134\,64.10362",false,0.00742,0.065587,0.011487,6.2247956080716005,73.97862043950727,end table,"coffee table,end table,living room,modern,side table"
wss.ecf3f077d30540fe5d5ac0a8c21f0bd4,"MediaStorage,TvStand",n3097339,"console table,console",,,0.031338203587752696,"131.62042\,95.58152\,44.265213",true,0.042025,0.096063,0.009093,29.356000016564,493.1381805846553,table console,"console,fargy,table"
wss.ecf8628221ef61167acc2a70ac2c0de8,Bench,n2832068,bench,"0\,0\,1","1\,0\,0",0.01723114170923557,"126.4335\,63.28929\,41.104767",false,0.020638,0.027131,0.005854,12.3828,75.23789280000001,cumberland    bench,"bench,courtyard,cumberland,exterior,freestanding,furniture,landscape,landscape architecture,landscape forms,landscapeforms,metal,outdoor,park,patio,seat,seating,site,site furniture,street,wood"
wss.ed098e3fcab290cadfaa699b9cc70396,ChestOfDrawers,,,"0\,0\,1","1\,0\,0",0.04160257730306818,"100.77975\,87.87296\,103.62953",true,0.045212,0.903559,1.007706,31.52879145416296,690.417112547748,meuble de barbie,"barbie,commode,meuble,rose"
wss.ed0f8cdf2af37f31cbe09608477dec84,Fireplace,n3351301,"fireplace,hearth,open fireplace",,,0.015271445287992604,"204.63739\,162.25911\,95.829834",true,0.176072,0.821614,1.213558,303.50879250982894,4651.764844117024,tuscany fireplace,"bar,brick,concrete,concrete pavers,decorative pavers,granite pavers,grill,hearth,landscape design,landscaping,modular fireplace unit,modular grill unit,outdoor design solutions,outdoor fireplace,outdoor kitchens,outdoor living,pavers,permeable pavers,pizza oven,segmental paving,unilock,unilock elements,water feature,waterfall,wood boxes"
wss.ed109e71614849ecdf34e2c79fa2eb27,"Stool,Barstool,_AttributesTrain",n4334034,stool,"0\,0\,1","0\,1\,0",0.025942322084498846,"48.750793\,107.4082\,48.02179",false,0.008117,0.018279,0.005633,9.247488618899098,60.99941204981667,bar stool,"bar,household,seat,stool"
wss.ed1b5115f9aedd695c3e27cf684fad1e,Microwave,n3766619,"microwave,microwave oven",,,0.0010292872151102812,"79.76976\,35.87066\,55.658703",true,0.017556,0.161721,0.447414,45.50665410048912,430.29055258219284,microwave,"cool,fraidy,microwave nuke,nice lightsaber crystal pepsi,phat cat"
wss.ed2199780c478f4cde70d0e66aaa6b2,MediaPlayer,n2991759,CD player,,,4.581963699875576E-5,"62.231453\,22.524725\,29.789637",true,0.003334,0.018064,0.058077,,,cd  player,"cd,cdplayer,player"
wss.ed2592a70e49a283f04a4560b57187d9,Desk,n4615687,writing desk,"0\,0\,1","1\,0\,0",0.024276945769295514,"135.95094\,73.83846\,53.395706",false,0.031213,0.045271,0.004738,18.727800000000002,113.79011280000002,crescent front writing desk,*
wss.ed2f6ef6f5983098a5e1d648e7a652a8,"ChestOfDrawers,Dresser",n3018908,"chest of drawers,chest,bureau,dresser",,,0.035571614043007,"142.2866\,128.05765\,71.14326",true,0.158396,1.173136,0.065491,95.03760000000001,577.4484576000001,jeffrizara pignolet     s dresser,*
wss.ed35ed3a7c8824e5996bace9c8deb982,"Computer,Laptop",n3648120,"laptop,laptop computer",,,0.040131795448657574,"44.621185\,31.909086\,33.058487",false,0.002405,0.006578,0.10733,,,dell inspiron mini,"computer,dell,electronic,inspiron,laptop,marian,netbook,notebook,pc,wondows"
wss.ed394e35b999f69edb039d8689a74349,"Couch,Sectional",n4172470,sectional,,,0.0138452351411769,"132.222\,42.023197\,83.07141",true,0.050528,0.188856,0.002561,80.04404055219231,760.013515877222,albero sectional,"albero,couch,furniture,interior,ottoman,pillows,sectional,sofa"
wss.ed45838f0c557b778a0c77569eaa010f,"Lamp,FloorLamp",n3371905,floor lamp,,,0.028303087908988302,"50.14325\,161.07146\,50.143276",true,0.01088,0.030938,0.088676,23.3883982375808,231.6269537757311,free standing lamp with graphics shade,lamp
wss.ed4ac116e03ebb8d663191fd557d3a61,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","1\,0\,0",0.005999022507488097,"203.79353\,77.514885\,113.957855",,,,,,,couch,couch
wss.ed52d2c2a9c1b606cf9bbc203a5cff99,Cap,n2802482,"baseball cap,jockey cap,golf cap","0\,0\,1","-1\,0\,0",0.0039162561411276295,"31.614681\,14.1848755\,40.55021",false,8.45E-4,0.006977,0.080369,,,nike baseball cap,*
wss.ed53eee8877daca83f07ca1042ba5dfc,"Cabinet,Sideboard",n2915411,"buffet,counter,sideboard","0\,0\,1","1\,0\,0",0.02518984652230262,"148.75888\,84.29681\,45.619316",true,0.051099,0.487897,0.008644,34.350950756582456,339.6473969605509,wooden sideboard,"cupboard,dining,dining room,sideboard,storage"
wss.ed5a8f4ecdbe78fa15a34fa27bdf3d03,Cabinet,n2936496,cabinet,,,0.04369919607308139,"79.445145\,124.07076\,106.18905",true,0.060728,1.023155,0.804629,40.823979677601116,403.6499172707946,filing cabinet,*
wss.ed5ae41e9b523037e858db1dc3499392,"Cap,_StanfordSceneDBModels,_SceneGalleryModels",n2802482,"baseball cap,jockey cap,golf cap","0\,0\,1","-1\,0\,0",0.0017482066634602318,"26.690271\,13.546014\,36.494164",false,3.98E-4,0.001043,0.036433,,,tommy hilfiger baseball cap,"cap,hilfiger,th,tommy hilfiger"
wss.ed6c4f9b32734415c789678754b18008,"Bed,KingBed",n2821967,bed,"0\,0\,1","1\,0\,0",0.01770463331037494,"253.52167\,121.02691\,215.21567",false,0.427469,1.558036,0.106311,259.221585722064,2312.167764199238,bed,"bed,cama"
wss.ed71da3a76f022edc84afcc956efcdd6,Cabinet,n2936496,cabinet,,,0.010502606972852952,"165.39505\,62.023247\,42.175846",true,0.045675,0.361523,0.70526,30.7047041195895,303.59488162533836,cupboard,*
wss.ed7863d47091df2391912372ddaeb001,"Chair,OfficeChair",n4380791,swivel chair,"0\,0\,1","0\,1\,0",0.027820587937834335,"64.8075\,90.47729\,72.96227",false,0.014693,0.033803,0.008244,17.4037339885794,173.26268594369873,green office chair review,"cadeira,chair,office"
wss.ed7e0817614b1c155e7087f2d9a278a9,Monitor,n3682085,"liquid crystal display,LCD","0\,0\,1","0\,1\,0",0.05299046121432986,"80.12317\,57.334595\,7.286194",false,0.005788,0.007462,0.018494,,,led monitor,"computer,dlp,elegant,hdtv,lcd,led,matte,monitor,plasma,seven,silver,sound,surround,vista,webcam,windows,woofer"
wss.ed9225ab8a02b0fd4b349e4b3dd5565e,"Gun,_AttributesTrain",n4097375,rifle,"0\,0\,1","-1\,0\,0",0.0010648677925392095,"8.903903\,24.528635\,113.727875",false,0.002733,0.005078,0.001658,,,m,"assault rifle,gun,vietnam war,war"
wss.ed962adb28a752239d83b0c6628c5e37,"ChestOfDrawers,Dresser",n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","-1\,0\,0",0.03066040948281547,"120.34206\,151.00252\,66.50151",true,0.305017,0.894612,0.005845,183.0102,1111.9699752000001,shaker dresser,*
wss.eda103cda545d90748e8405d6c51a908,"Airplane,_AttributesTrain,rankAirplanes",n2694015,"airplane,aeroplane,plane","-1.6375000910784365e-8\,-9.454110383444458e-9\,1","-0.866025447845459\,-0.5\,9.454110383444458e-9",0.0034422794593967905,"126.36062\,67.541306\,191.08784",false,0.040208,0.090274,0.004911,,,f    mlu rnlaf,"air force,aircraft,demo,demo plane,fighter jet,fighter plane,fighting falcon,ghostrecon,jaf,jet,judoholland,luchtmacht,mlu,noordwijk,plane,rnlaf,royal netherlands air force,stunt plane"
wss.eda651202abbb90c94daa4565dd30535,"Computer,Laptop",n3648120,"laptop,laptop computer","0\,0\,1","0\,1\,0",0.02450364199485688,"29.955297\,20.034399\,26.973927",,,,,,,laptop,*
